import_id,entity_id,entity_name,import_date,cn_code,goods_description,goods_category,country_of_origin,supplier_id,supplier_name,installation_id,production_route,quantity_tonnes,value_eur,emission_intensity_tco2e_per_t,total_emissions_tco2e,calculation_method,carbon_price_paid_eur_per_t,customs_declaration_ref,bill_of_lading_ref
IMP-2026-0260,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-04,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,250.0,195000.00,0.56,140.0,actual,0.00,CUS-DE-2026-000190,BL-HAM-2026-0190
IMP-2026-0336,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-06,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,310.0,279000.00,2.15,666.5,country_default,0.00,CUS-DE-2026-000249,BL-HAM-2026-0249
IMP-2026-0296,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-07,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,520.0,390000.00,1.98,1029.6,actual,0.00,CUS-DE-2026-000220,BL-HAM-2026-0220
IMP-2026-0495,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-08,7304,Seamless tubes and pipes,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,190.0,247000.00,2.03,385.7,country_default,0.00,CUS-DE-2026-000368,BL-HAM-2026-0368
IMP-2026-0346,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-09,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,360.0,324000.00,2.09,752.4,actual,0.00,CUS-DE-2026-000256,BL-HAM-2026-0256
IMP-2026-0375,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-09,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,310.0,248000.00,2.25,697.5,actual,8.50,CUS-DE-2026-000278,BL-HAM-2026-0278
IMP-2026-0323,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-11,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,360.0,324000.00,1.96,705.6,actual,0.00,CUS-DE-2026-000238,BL-HAM-2026-0238
IMP-2026-0373,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-11,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,270.0,270000.00,2.33,629.1,actual,8.50,CUS-DE-2026-000276,BL-HAM-2026-0276
IMP-2026-0250,ALPINE-METAL-001,AlpineMetal AG,2026-06-12,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,80.0,168000.00,2.73,218.4,country_default,85.00,CUS-AT-2026-000070,BL-VIE-2026-0070
IMP-2026-0459,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-12,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,310.0,217000.00,2.58,799.8,actual,0.00,CUS-DE-2026-000340,BL-HAM-2026-0340
IMP-2026-0449,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-14,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,270.0,189000.00,0.61,164.7,actual,0.00,CUS-DE-2026-000332,BL-HAM-2026-0332
IMP-2026-0391,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-20,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,280.0,201600.00,0.56,156.8,actual,0.00,CUS-DE-2026-000290,BL-HAM-2026-0290
IMP-2026-0304,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-24,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,290.0,290000.00,2.24,649.6,actual,8.50,CUS-DE-2026-000224,BL-HAM-2026-0224
IMP-2026-0458,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-25,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,230.0,161000.00,2.5,575.0,actual,0.00,CUS-DE-2026-000339,BL-HAM-2026-0339
IMP-2026-0477,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-25,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,300.0,285000.00,2.09,627.0,actual,8.50,CUS-DE-2026-000354,BL-HAM-2026-0354
IMP-2026-0246,EURO-GROUP-001,EuroSteel Group GmbH,2026-06-28,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,320.0,256000.00,2.1,672.0,actual,8.50,CUS-DE-2026-000179,BL-HAM-2026-0179
IMP-2026-0386,NORD-STAHL-001,NordStahl Handel GmbH,2026-06-28,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,230.0,184000.00,0.56,128.8,actual,0.00,CUS-DE-2026-000286,BL-HAM-2026-0286
IMP-2026-0298,ALPINE-METAL-001,AlpineMetal AG,2026-07-01,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,70.0,147000.00,2.92,204.4,actual,85.00,CUS-AT-2026-000079,BL-VIE-2026-0079
IMP-2026-0394,ALPINE-METAL-001,AlpineMetal AG,2026-07-04,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,160.0,416000.00,2.86,457.6,actual,85.00,CUS-AT-2026-000105,BL-VIE-2026-0105
IMP-2026-0285,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-05,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,320.0,288000.00,2.01,643.2,actual,0.00,CUS-DE-2026-000211,BL-HAM-2026-0211
IMP-2026-0396,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-05,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,250.0,225000.00,2.03,507.5,country_default,0.00,CUS-DE-2026-000293,BL-HAM-2026-0293
IMP-2026-0317,ALPINE-METAL-001,AlpineMetal AG,2026-07-08,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,100.0,260000.00,2.93,293.0,actual,85.00,CUS-AT-2026-000086,BL-VIE-2026-0086
IMP-2026-0278,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-09,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,580.0,435000.00,2.01,1165.8,actual,0.00,CUS-DE-2026-000204,BL-HAM-2026-0204
IMP-2026-0472,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-10,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,250.0,195000.00,0.6,150.0,actual,0.00,CUS-DE-2026-000352,BL-HAM-2026-0352
IMP-2026-0256,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-12,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,120.0,108000.00,0.68,81.6,actual,8.50,CUS-DE-2026-000187,BL-HAM-2026-0187
IMP-2026-0438,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-12,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,420.0,336000.00,2.24,940.8,actual,8.50,CUS-DE-2026-000324,BL-HAM-2026-0324
IMP-2026-0360,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-15,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,290.0,319000.00,2.16,626.4,actual,0.00,CUS-DE-2026-000266,BL-HAM-2026-0266
IMP-2026-0434,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-15,7216,Angles shapes and sections,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,330.0,231000.00,2.48,818.4,actual,0.00,CUS-DE-2026-000321,BL-HAM-2026-0321
IMP-2026-0277,ALPINE-METAL-001,AlpineMetal AG,2026-07-16,7604 21 00,Aluminium alloy hollow profiles,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,100.0,210000.00,2.9,290.0,actual,85.00,CUS-AT-2026-000076,BL-VIE-2026-0076
IMP-2026-0328,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-16,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,210.0,189000.00,2.02,424.2,country_default,0.00,CUS-DE-2026-000243,BL-HAM-2026-0243
IMP-2026-0448,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-16,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,310.0,241800.00,0.58,179.8,actual,0.00,CUS-DE-2026-000331,BL-HAM-2026-0331
IMP-2026-0417,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-19,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,310.0,294500.00,2.37,734.7,actual,0.00,CUS-DE-2026-000307,BL-HAM-2026-0307
IMP-2026-0457,ALPINE-METAL-001,AlpineMetal AG,2026-07-19,7606,Aluminium plates sheets strip >0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,80.0,176000.00,12.45,996.0,actual,8.50,CUS-AT-2026-000121,BL-VIE-2026-0121
IMP-2026-0258,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-20,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,450.0,351000.00,2.41,1084.5,actual,0.00,CUS-DE-2026-000189,BL-HAM-2026-0189
IMP-2026-0432,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-20,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,410.0,307500.00,1.94,795.4,actual,0.00,CUS-DE-2026-000319,BL-HAM-2026-0319
IMP-2026-0350,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-24,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,410.0,307500.00,1.92,787.2,actual,0.00,CUS-DE-2026-000260,BL-HAM-2026-0260
IMP-2026-0320,ALPINE-METAL-001,AlpineMetal AG,2026-07-27,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,570.0,74100.00,0.92,524.4,actual,0.00,CUS-AT-2026-000087,BL-VIE-2026-0087
IMP-2026-0390,EURO-GROUP-001,EuroSteel Group GmbH,2026-07-28,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,430.0,301000.00,0.58,249.4,actual,0.00,CUS-DE-2026-000289,BL-HAM-2026-0289
IMP-2026-0338,NORD-STAHL-001,NordStahl Handel GmbH,2026-07-31,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,390.0,304200.00,2.3,897.0,country_default,0.00,CUS-DE-2026-000251,BL-HAM-2026-0251
IMP-2026-0392,ALPINE-METAL-001,AlpineMetal AG,2026-07-31,2523 10 00,Cement clinkers,cement,IN,SUPP-IN-001,Rajasthan Cement Ltd,INST-IN-001-CK,clinker_kiln,390.0,50700.00,0.94,366.6,eu_default,0.00,CUS-AT-2026-000104,BL-VIE-2026-0104
IMP-2026-0406,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-02,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,260.0,187200.00,0.56,145.6,actual,0.00,CUS-DE-2026-000302,BL-HAM-2026-0302
IMP-2026-0497,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-02,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,380.0,296400.00,2.52,957.6,actual,0.00,CUS-DE-2026-000370,BL-HAM-2026-0370
IMP-2026-0268,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-04,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,190.0,209000.00,2.1,399.0,actual,0.00,CUS-DE-2026-000195,BL-HAM-2026-0195
IMP-2026-0357,ALPINE-METAL-001,AlpineMetal AG,2026-08-04,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,70.0,245000.00,14.36,1005.2,actual,8.50,CUS-AT-2026-000095,BL-VIE-2026-0095
IMP-2026-0401,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-04,7210,Coated flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,210.0,210000.00,2.27,476.7,actual,8.50,CUS-DE-2026-000297,BL-HAM-2026-0297
IMP-2026-0275,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-08,7209,Cold-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,360.0,324000.00,1.96,705.6,actual,0.00,CUS-DE-2026-000202,BL-HAM-2026-0202
IMP-2026-0440,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-08,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,350.0,273000.00,0.57,199.5,actual,0.00,CUS-DE-2026-000325,BL-HAM-2026-0325
IMP-2026-0321,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-09,7308,Structures and parts steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,340.0,272000.00,0.57,193.8,actual,0.00,CUS-DE-2026-000236,BL-HAM-2026-0236
IMP-2026-0316,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-13,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,300.0,234000.00,2.44,732.0,actual,0.00,CUS-DE-2026-000233,BL-HAM-2026-0233
IMP-2026-0343,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-15,7225,Other alloy steel flat >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,220.0,242000.00,2.25,495.0,actual,0.00,CUS-DE-2026-000253,BL-HAM-2026-0253
IMP-2026-0428,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-17,7213,Hot-rolled bars and rods,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,290.0,203000.00,0.61,176.9,country_default,0.00,CUS-DE-2026-000317,BL-HAM-2026-0317
IMP-2026-0385,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-18,7208,Hot-rolled flat steel >=600mm,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,400.0,280000.00,0.59,236.0,eu_default,0.00,CUS-DE-2026-000285,BL-HAM-2026-0285
IMP-2026-0466,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-19,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,360.0,280800.00,2.47,889.2,actual,0.00,CUS-DE-2026-000347,BL-HAM-2026-0347
IMP-2026-0322,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-21,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,220.0,209000.00,2.44,536.8,country_default,0.00,CUS-DE-2026-000237,BL-HAM-2026-0237
IMP-2026-0377,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-21,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,140.0,126000.00,0.62,86.8,actual,8.50,CUS-DE-2026-000279,BL-HAM-2026-0279
IMP-2026-0500,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-23,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,290.0,226200.00,0.56,162.4,actual,0.00,CUS-DE-2026-000373,BL-HAM-2026-0373
IMP-2026-0312,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-26,7209,Cold-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,330.0,313500.00,2.52,831.6,actual,0.00,CUS-DE-2026-000230,BL-HAM-2026-0230
IMP-2026-0456,ALPINE-METAL-001,AlpineMetal AG,2026-08-27,2523 29 00,Other Portland cement,cement,TR,SUPP-TR-002,Cimsa Cimento,INST-TR-003-CK,clinker_kiln,520.0,72800.00,0.84,436.8,actual,0.00,CUS-AT-2026-000120,BL-VIE-2026-0120
IMP-2026-0378,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-29,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,280.0,201600.00,0.53,148.4,actual,0.00,CUS-DE-2026-000280,BL-HAM-2026-0280
IMP-2026-0482,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-29,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,300.0,216000.00,0.54,162.0,actual,0.00,CUS-DE-2026-000358,BL-HAM-2026-0358
IMP-2026-0486,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-29,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,250.0,180000.00,0.57,142.5,actual,0.00,CUS-DE-2026-000360,BL-HAM-2026-0360
IMP-2026-0487,ALPINE-METAL-001,AlpineMetal AG,2026-08-29,7606,Aluminium plates sheets strip >0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,70.0,154000.00,12.38,866.6,actual,8.50,CUS-AT-2026-000129,BL-VIE-2026-0129
IMP-2026-0329,NORD-STAHL-001,NordStahl Handel GmbH,2026-08-30,7214,Bars and rods forged,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,220.0,158400.00,0.56,123.2,actual,0.00,CUS-DE-2026-000244,BL-HAM-2026-0244
IMP-2026-0454,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-30,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,370.0,277500.00,1.91,706.7,actual,0.00,CUS-DE-2026-000337,BL-HAM-2026-0337
IMP-2026-0380,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-31,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,270.0,216000.00,2.22,599.4,actual,8.50,CUS-DE-2026-000282,BL-HAM-2026-0282
IMP-2026-0419,EURO-GROUP-001,EuroSteel Group GmbH,2026-08-31,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,470.0,305500.00,1.82,855.4,country_default,0.00,CUS-DE-2026-000309,BL-HAM-2026-0309
IMP-2026-0333,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-02,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,220.0,264000.00,2.27,499.4,actual,8.50,CUS-DE-2026-000246,BL-HAM-2026-0246
IMP-2026-0464,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-03,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,360.0,270000.00,1.94,698.4,actual,0.00,CUS-DE-2026-000345,BL-HAM-2026-0345
IMP-2026-0416,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-05,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,280.0,266000.00,2.12,593.6,eu_default,8.50,CUS-DE-2026-000306,BL-HAM-2026-0306
IMP-2026-0287,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-09,7209,Cold-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,230.0,218500.00,2.12,487.6,actual,8.50,CUS-DE-2026-000212,BL-HAM-2026-0212
IMP-2026-0308,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-10,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,270.0,194400.00,0.54,145.8,country_default,0.00,CUS-DE-2026-000227,BL-HAM-2026-0227
IMP-2026-0284,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-11,7228,Other bars and rods of alloy steel,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-002-EAF,eaf,190.0,171000.00,0.63,119.7,country_default,8.50,CUS-DE-2026-000210,BL-HAM-2026-0210
IMP-2026-0302,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-13,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,320.0,249600.00,0.6,192.0,actual,0.00,CUS-DE-2026-000223,BL-HAM-2026-0223
IMP-2026-0408,ALPINE-METAL-001,AlpineMetal AG,2026-09-17,7616 99 90,Other articles of aluminium,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,90.0,180000.00,13.43,1208.7,actual,8.50,CUS-AT-2026-000108,BL-VIE-2026-0108
IMP-2026-0262,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-20,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,240.0,187200.00,0.57,136.8,actual,0.00,CUS-DE-2026-000191,BL-HAM-2026-0191
IMP-2026-0279,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-22,7306,Other tubes pipes and hollow profiles,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,190.0,228000.00,2.22,421.8,actual,8.50,CUS-DE-2026-000205,BL-HAM-2026-0205
IMP-2026-0313,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-22,7216,Angles shapes and sections,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-002-EAF,eaf,270.0,194400.00,0.54,145.8,eu_default,0.00,CUS-DE-2026-000231,BL-HAM-2026-0231
IMP-2026-0381,ALPINE-METAL-001,AlpineMetal AG,2026-09-23,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,40.0,140000.00,14.99,599.6,actual,8.50,CUS-AT-2026-000101,BL-VIE-2026-0101
IMP-2026-0327,NORD-STAHL-001,NordStahl Handel GmbH,2026-09-24,7208,Hot-rolled flat steel >=600mm,iron_steel,IN,SUPP-IN-002,Tata Steel BSL,INST-IN-002-BF,bf_bof,400.0,312000.00,2.47,988.0,actual,0.00,CUS-DE-2026-000242,BL-HAM-2026-0242
IMP-2026-0261,ALPINE-METAL-001,AlpineMetal AG,2026-09-25,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,40.0,140000.00,15.1,604.0,actual,8.50,CUS-AT-2026-000073,BL-VIE-2026-0073
IMP-2026-0359,ALPINE-METAL-001,AlpineMetal AG,2026-09-25,7601 20 00,Unwrought aluminium alloys,aluminium,NO,SUPP-NO-001,Nordic Aluminium AS,INST-NO-001-SM,primary_smelting,120.0,312000.00,2.83,339.6,actual,85.00,CUS-AT-2026-000096,BL-VIE-2026-0096
IMP-2026-0276,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-27,7211,Flat rolled iron <600mm uncoated,iron_steel,EG,SUPP-EG-001,Ezz Steel SAE,INST-EG-001-EAF,eaf,200.0,156000.00,0.56,112.0,eu_default,0.00,CUS-DE-2026-000203,BL-HAM-2026-0203
IMP-2026-0281,EURO-GROUP-001,EuroSteel Group GmbH,2026-09-30,7207,Semi-finished products steel,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,660.0,429000.00,1.79,1181.4,actual,0.00,CUS-DE-2026-000207,BL-HAM-2026-0207
IMP-2026-0369,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-02,7208,Hot-rolled flat steel >=600mm,iron_steel,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-001-BF,bf_bof,430.0,344000.00,2.2,946.0,actual,8.50,CUS-DE-2026-000273,BL-HAM-2026-0273
IMP-2026-0371,ALPINE-METAL-001,AlpineMetal AG,2026-10-02,7607,Aluminium foil <=0.2mm,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,70.0,245000.00,14.03,982.1,actual,8.50,CUS-AT-2026-000099,BL-VIE-2026-0099
IMP-2026-0431,ALPINE-METAL-001,AlpineMetal AG,2026-10-05,7616 99 90,Other articles of aluminium,aluminium,CN,SUPP-CN-001,Shanghai Metals Corp,INST-CN-003-SM,primary_smelting,40.0,80000.00,12.71,508.4,actual,8.50,CUS-AT-2026-000115,BL-VIE-2026-0115
IMP-2026-0479,EURO-GROUP-001,EuroSteel Group GmbH,2026-10-05,7210,Coated flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,320.0,288000.00,1.98,633.6,actual,0.00,CUS-DE-2026-000356,BL-HAM-2026-0356
IMP-2026-0248,NORD-STAHL-001,NordStahl Handel GmbH,2026-10-07,7208,Hot-rolled flat steel >=600mm,iron_steel,TR,SUPP-TR-001,Anatolian Steel Works,INST-TR-001-BF,bf_bof,440.0,330000.00,1.86,818.4,actual,0.00,CUS-DE-2026-000181,BL-HAM-2026-0181
